11/11/25,105909
11/10/25,104710
11/9/25,102290
11/8/25,103396
11/7/25,101323
11/6/25,102694
11/5/25,103906
11/4/25,101654
11/3/25,106569
11/2/25,110628
11/1/25,110053
10/31/25,109620
10/30/25,108234
10/29/25,110006
10/28/25,112955
10/27/25,114173
10/26/25,114480
10/25/25,111615
10/24/25,110982
10/23/25,110030
10/22/25,107617
10/21/25,108529
10/20/25,110556
10/19/25,108606
10/18/25,107130
10/17/25,106429
10/16/25,108060
10/15/25,110649
10/14/25,113150
10/13/25,115125
10/12/25,115100
10/11/25,110752
10/10/25,112938
10/9/25,121678
10/8/25,123315
10/7/25,121479
10/6/25,124735
10/5/25,123468
10/4/25,122348
10/3/25,122183
10/2/25,120536
10/1/25,118383
9/30/25,114023
9/29/25,114259
9/28/25,112120
9/27/25,109611
9/26/25,109660
9/25/25,108944
9/24/25,113291
9/23/25,112011
9/22/25,112628
9/21/25,115273
9/20/25,115679
9/19/25,115606
9/18/25,117102
9/17/25,116461
9/16/25,116736
9/15/25,115387
9/14/25,115309
9/13/25,115917
9/12/25,116065
9/11/25,115474
9/10/25,113967
9/9/25,111552
9/8/25,112085
9/7/25,111124
9/6/25,110200
9/5/25,110659
9/4/25,110707
9/3/25,111646
9/2/25,111185
9/1/25,109159
8/31/25,108232
8/30/25,108770
8/29/25,108466
8/28/25,112528
8/27/25,111194
8/26/25,111848
8/25/25,110167
8/24/25,113400
8/23/25,115419
8/22/25,116840
8/21/25,112430
8/20/25,114244
8/19/25,112785
8/18/25,116250
8/17/25,117410
8/16/25,117442
8/15/25,117229
8/14/25,118426
8/13/25,123374
8/12/25,120212
8/11/25,118775
8/10/25,119258
8/9/25,116497
8/8/25,116684
8/7/25,117462
8/6/25,114988
8/5/25,114179
8/4/25,115122
8/3/25,114176
8/2/25,112586
8/1/25,113362
7/31/25,115606
7/30/25,117800
7/29/25,117877
7/28/25,117883
7/27/25,119429
7/26/25,117893
7/25/25,117542
7/24/25,118298
7/23/25,118518
7/22/25,119845
7/21/25,117465
7/20/25,117182
7/19/25,117840
7/18/25,117870
7/17/25,119322
7/16/25,118628
7/15/25,117685
7/14/25,119847
7/13/25,119164
7/12/25,117400
7/11/25,117524
7/10/25,115977
7/9/25,111260
7/8/25,108947
7/7/25,108300
7/6/25,109240
7/5/25,108236
7/4/25,108023
7/3/25,109580
7/2/25,108847
7/1/25,105594
6/30/25,107071
6/29/25,108389
6/28/25,107304
6/27/25,107054
6/26/25,106943
6/25/25,107251
6/24/25,106000
6/23/25,105509
6/22/25,100827
6/21/25,101572
6/20/25,103284
6/19/25,104670
6/18/25,104708
6/17/25,104637
6/16/25,106936
6/15/25,105498
6/14/25,105430
6/13/25,106005
6/12/25,105868
6/11/25,108682
6/10/25,110229
6/9/25,110193
6/8/25,105661
6/7/25,105603
6/6/25,104302
6/5/25,101594
6/4/25,104731
6/3/25,105433
6/2/25,105843
6/1/25,105631
5/31/25,104703
5/30/25,104015
5/29/25,105689
5/28/25,107773
5/27/25,108957
5/26/25,109409
5/25/25,108862
5/24/25,107781
5/23/25,107190
5/22/25,111666
5/21/25,109625
5/20/25,106669
5/19/25,105600
5/18/25,106394
5/17/25,103181
5/16/25,103458
5/15/25,103715
5/14/25,103582
5/13/25,104227
5/12/25,102860
5/11/25,103960
5/10/25,104739
5/9/25,102976
5/8/25,103079
5/7/25,97032.32
5/6/25,96824.4
5/5/25,94732.44
5/4/25,94316.57
5/3/25,95896.3
5/2/25,96834.72
5/1/25,96452.41
4/30/25,94217.39
4/29/25,94294.56
4/28/25,95045.98
4/27/25,93762.21
4/26/25,94622.6
4/25/25,94718.46
4/24/25,93823.23
4/23/25,93565.02
4/22/25,93375.16
4/21/25,87525.71
4/20/25,85095.42
4/19/25,85127.56
4/18/25,84464.64
4/17/25,84931.22
4/16/25,84051.96
4/15/25,83677.65
4/14/25,84495.07
4/13/25,83693.1
4/12/25,85288.46
4/11/25,83520.03
4/10/25,79609.67
4/9/25,82619.88
4/8/25,76379.96
4/7/25,79261.19
4/6/25,78310.34
4/5/25,83582.03
4/4/25,83879.86
4/3/25,83199.95
4/2/25,82548.31
4/1/25,85216.81
3/31/25,82541.29
3/30/25,82345.82
3/29/25,82659.11
3/28/25,84428.01
3/27/25,87233.76
3/26/25,86945.41
3/25/25,87483.06
3/24/25,87365.98
3/23/25,85750.02
3/22/25,83798.13
3/21/25,84050.18
3/20/25,84304.83
3/19/25,86793.7
3/18/25,82799.03
3/17/25,84067.57
3/16/25,82576.96
3/15/25,84368.36
3/14/25,83957.61
3/13/25,81146.12
3/12/25,83887.28
